"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"SIRT5",0.398443807376042,12.6162089877506,8.01686106534449,8.5153809119801e-06,0.000211453366343708,3.47234546705113
"TGM2",0.733157183188588,12.0615828198384,7.97098719250836,8.97399990921693e-06,0.000220984747764467,3.41633955328602
"EHD2",0.489253242957243,14.3665546120502,7.9003238411858,9.73351782929221e-06,0.000237706985004616,3.32960233181993
"TMEM159",1.65655238061067,12.3081257586716,7.84889255631855,1.03299271437005e-05,0.00025020438286586,3.26611353290593
"PPP3CA",-0.521260401493102,12.5869560965471,-7.78068997983979,1.11825046317767e-05,0.000267184244568621,3.18145216948415
"ABCF2",-0.584524752665924,12.3798401629049,-7.77844794087733,1.12117923270758e-05,0.000267184244568621,3.17865994392101
"ECHDC1",0.396400019537701,11.9306510973894,7.75602348973915,1.15093250018092e-05,0.000271440139426524,3.15070052012272
"TBC1D4",-0.492910103712376,11.0604159524598,-7.75122475228367,1.15740973156488e-05,0.000271440139426524,3.14470972906152
"MYOZ3",-0.60136113970637,15.6857541909523,-7.73304405322335,1.18230922420695e-05,0.00027509635886075,3.1219884371212
"CPT1B",0.720878359893252,14.5741817383483,7.71377496145119,1.20933241875614e-05,0.00027918572636128,3.09786483329642
"SH3KBP1",0.930038628942725,10.1264833361776,8.25842409191382,1.22158238696917e-05,0.000279827593294101,3.26474121740057
"IDI2",1.64649919843071,14.4711844635802,7.68637939908138,1.24890726697054e-05,0.000283886228761382,3.06349266129452
"NEU3",0.643409569479727,10.7327183891402,7.60559348236424,1.37397804872281e-05,0.000309931689616482,2.96161976837233
"EIF4A1",-0.42758638487383,12.4807271753085,-7.59801156506569,1.38639248968734e-05,0.000310362864168642,2.95201921512492
"GPD2",-0.812076044944988,13.2726034732221,-7.56969766000015,1.43383470937968e-05,0.000318570042572703,2.91610658889666
"PLIN4",0.456226173496921,15.000235395845,7.56134112923303,1.44816958055328e-05,0.000319151488382345,2.90548915876741
"PACSIN3",-0.618595256277123,13.8544277635333,-7.55563172157682,1.45805248499549e-05,0.000319151488382345,2.89823025988125
"PPP1R3A",-0.599386174421126,13.6507904526856,-7.53832946614104,1.48844976379581e-05,0.000323409489118869,2.87620855297537
"MLEC",-0.460721571496469,12.2972433772459,-7.49900629955137,1.56010892294361e-05,0.000336505245788203,2.82602626174936
"COG5",0.642041806897035,11.8482283011629,7.45469458015903,1.64534872890942e-05,0.000352319238690387,2.76925534140478
"MYO1C",0.378581289598962,12.3208931431585,7.42731170427023,1.70052708373663e-05,0.000361514930391493,2.73405479777212
"IPO4",-0.768724430847538,12.3207606295866,-7.40207873712128,1.75314394832565e-05,0.000370038597664449,2.70153758825963
"SMYD1",0.374811872872248,14.7245885804393,7.38930833930834,1.7804405461267e-05,0.00037313488041166,2.68505118580079
"BCKDHA",0.477133373814937,12.2186247743749,7.37737766542561,1.80635691124539e-05,0.000375900329065501,2.669630936169
"STAC3",-0.546210071460228,14.6599748331217,-7.36150140851533,1.84147710904795e-05,0.000376273687857378,2.64908418343235
"ADSL",-0.620302908577946,14.6953741516735,-7.36076268140228,1.8431290987717e-05,0.000376273687857378,2.64812738840269
"FAM129A",-1.39652693117115,11.5355171000358,-7.35932379173214,1.84635142941861e-05,0.000376273687857378,2.64626355576418
"LETM1",0.469738744808414,12.8098762047217,7.32918177716794,1.91526944478863e-05,0.000387645288311672,2.60716164148054
"NDUFB8",0.515760361113498,14.3682767170858,7.24383442073747,2.12591095936918e-05,0.000427351488771152,2.49583942961208
"CAV2",0.566320385795276,10.5071728965426,7.19921932073852,2.24585528666041e-05,0.000448412322437939,2.43728807357324
"PPP3R1",-0.753534097159591,13.1013386237651,-7.12482823582907,2.46238258822507e-05,0.000486612190570477,2.33910894992143
"ADPRHL1",-0.427884352677488,14.6874559473666,-7.12230437146457,2.47011264248973e-05,0.000486612190570477,2.33576589810981
"SRSF3",0.401976641569354,13.9450584593241,7.07822219092017,2.60943061079378e-05,0.000510653473834146,2.2772467103196
"MAD1L1",-1.31984312506935,10.314173767975,-10.4001159685458,2.71198733029057e-05,0.000527231747434779,3.24142218336389
"ETFB",0.85206331676749,16.023093496259,7.02809699876645,2.77821011584736e-05,0.000536575875315618,2.21040796406681
"PTGES3",-0.454839398488147,13.3507956705125,-6.98901542678433,2.91795997553027e-05,0.000559907255044932,2.15807452877212
"AKAP13",2.53491768629262,13.3389191372864,6.97738825875046,2.96098457251019e-05,0.000564272716520321,2.14246734659216
"YWHAZ",0.466556635857993,14.1390332896899,6.97259982784869,2.97890165066565e-05,0.000564272716520321,2.13603481918608
"LANCL1",-0.36483599182411,14.5380534352858,-6.94963291769138,3.06647622014323e-05,0.000577161607039697,2.10514165145895
"ACSM5",-1.28428668666372,11.4018900494584,-6.8464924839281,3.49540365307907e-05,0.000652901261866341,1.9655731489864
"MAN2A2",-0.476966858463884,11.2735116488585,-6.84254078213293,3.51307277958539e-05,0.000652901261866341,1.96019853955011
"PLP2",-0.521202839907462,11.7596285946893,-6.8236056262699,3.59908131085252e-05,0.000664705329598075,1.9344173328851
"SDPR",0.611866768833034,12.4843064722445,6.81499379380516,3.63894589068919e-05,0.000667893484905996,1.92267653870822
"PRRG1",-2.26604613968959,12.1493659295065,-8.62510081715669,3.71535553718594e-05,0.000677708371134844,2.55784238211925
"PELO",-0.819408160902123,11.7664805331936,-6.77354568374349,3.83757299783652e-05,0.000695707252061774,1.86603455747442
"EIF4A2",-0.369990192762035,14.9842299499273,-6.72346148887753,4.09328296022257e-05,0.000737539704113273,1.79729278162421
"SLC22A25",-2.74215373534533,13.3624809850918,-6.71546299057154,4.13579041896178e-05,0.000740682465941337,1.78628436019965
"PNPLA6",-0.505267178420608,11.2820396701699,-6.69070398455738,4.27040776952167e-05,0.000760184033670875,1.75215525388916
"PGRMC2",-0.550663495826949,13.2522694889356,-6.61207819708948,4.73008939028293e-05,0.000834098462918815,1.64324021715544
"ALDH4A1",0.408196619634078,14.026945298478,6.6101383346975,4.74208263182271e-05,0.000834098462918815,1.64054277254039
"DHRS4",0.494621828663304,10.5120524237134,6.60285192869972,4.7874238511785e-05,0.000837090975161685,1.63040634238945
"DDX58",-0.565746552857375,11.2335117801252,-6.58616669221217,4.89301640607243e-05,0.000850521381173178,1.6071683924356
"TIMM23",0.694315588452755,10.4631711535522,6.56435879801352,5.03481812848629e-05,0.000870051904659474,1.57674049395468
"GABARAPL2",0.554594409319623,11.1418220232869,6.53151312660044,5.25679174156479e-05,0.000903129046297904,1.53079300276671
"PODXL",0.593590557586468,11.1323878088278,6.51355266712283,5.38259848980381e-05,0.000919397603316199,1.50560771933917
"HOMER1",-0.347531580270015,12.6124615055959,-6.48777372372363,5.56885773508455e-05,0.000943855707685005,1.46938386141876
"LDHA",-1.78852116738068,19.7788882700167,-6.48495092099926,5.58967001167093e-05,0.000943855707685005,1.46541195959105
