"","Genes","logFC","AveExpr","t","P.Value","adj.P.Val","B","xiao","signifficant","names"
"1","TPPP3",3.28397099764728,12.949748561182,6.66503927462435,6.49342076193194e-05,0.0890615534961434,1.99275301203936,1.77126919971331e-14,"Upregulated (π < 0.05)","TPPP3"
"2","SOD3",1.37853215361734,10.7984925533744,6.57284631009993,7.26736462636829e-05,0.0890615534961434,1.89852195284051,1.97140137337222e-06,"Upregulated (π < 0.05)","SOD3"
"3","HPRT1",1.47112002148447,12.2701107238632,6.09237193379881,0.000132994120544981,0.10865619648525,1.38551421755244,1.98468825075595e-06,"Upregulated (π < 0.05)",""
"4","TKT",1.59741148817163,13.315934620051,5.73039882472102,0.000213941310955681,0.131092538288093,0.973925439724985,1.37394870786459e-06,"Upregulated (π < 0.05)",""
"5","DLAT",-1.17215327234738,13.909287329655,-5.19151534237765,0.000448999789790707,0.160148519285878,0.319683774025379,0.00011910208252139,"Downregulated (π < 0.05)","DLAT"
"6","PEA15",1.50245683274967,8.45622945529267,5.41089009983026,0.000480395118416099,0.160148519285878,0.295927309161527,1.03334447357864e-05,"Upregulated (π < 0.05)",""
"7","AIFM1",-1.38136388191216,14.7921748827474,-5.13461296715118,0.000486727590005793,0.160148519285878,0.247657296768782,2.65421733125049e-05,"Downregulated (π < 0.05)","AIFM1"
"8","NPC2",1.06531200732567,11.570152682402,4.99553920382265,0.00059398571892169,0.160148519285878,0.0692441155403838,0.000365649377297682,"Upregulated (π < 0.05)",""
"9","RRAD",1.08099929408669,10.5259609192039,4.91520777549804,0.000667244848496752,0.160148519285878,-0.0353439723765065,0.000369023968396889,"Upregulated (π < 0.05)",""
"10","CNP",5.40946173859318,10.4084084795505,10.6057956365506,0.000671405739510324,0.160148519285878,-1.36120498810896,6.85010185706911e-18,"Upregulated (π < 0.05)","CNP"
"11","ANXA1",1.81738167078723,13.2408120250288,4.77566014218265,0.00081844221937206,0.160148519285878,-0.219687312307572,2.45313256666839e-06,"Upregulated (π < 0.05)","ANXA1"
"12","SERPINA1",1.64087437602358,17.2047914552488,4.76854855320561,0.000827067820417308,0.160148519285878,-0.229171751939875,8.75129279824758e-06,"Upregulated (π < 0.05)",""
"13","CYFIP1",2.08581723048295,7.20834514659737,4.97345028995586,0.000849420950924688,0.160148519285878,-0.210850588618907,3.93288977907654e-07,"Upregulated (π < 0.05)",""
"14","CKMT2",-1.57041702776474,15.7820318436401,-4.64780635932948,0.000989298118075276,0.160817904298568,-0.391523717107187,1.9116599658101e-05,"Downregulated (π < 0.05)",""
"15","S100A11",1.51041421049267,12.8592802378768,4.56194694153632,0.00112510649353417,0.160817904298568,-0.508481329411052,3.51625980827355e-05,"Upregulated (π < 0.05)","S100A11"
"16","ATP5PD",-1.3692638955045,16.2608216671032,-4.49922193572787,0.00123679112205931,0.160817904298568,-0.594710061290479,0.000104372572008184,"Downregulated (π < 0.05)",""
"17","C12orf57",-1.03534096503402,10.6360446277498,-4.47463021016984,0.00128374070475332,0.160817904298568,-0.62869591480233,0.00101458423497123,"Downregulated (π < 0.05)",""
"18","DPYSL3",1.22849058996841,11.9032585618402,4.45586899262644,0.0013208300971217,0.160817904298568,-0.654691542936899,0.000290393959869471,"Upregulated (π < 0.05)",""
"19","PDHA1",-1.19363649158572,13.4380718829795,-4.41805212640646,0.00139909163227348,0.160817904298568,-0.707267666545833,0.000391902309649996,"Downregulated (π < 0.05)",""
"20","ALB",1.37089892593969,20.5840356220445,4.4033717482683,0.00143078509383732,0.160817904298568,-0.727740987394339,0.000126060785682383,"Upregulated (π < 0.05)",""
"21","PDK2",-1.27907949029173,9.9871136336241,-4.38044869561636,0.00148180550486767,0.160817904298568,-0.759780210849061,0.000240556477152671,"Downregulated (π < 0.05)",""
"22","NDUFS3",-1.6343057262983,13.2887355714254,-4.35553379844227,0.00153945363430636,0.160817904298568,-0.794700668476104,2.53102916777667e-05,"Downregulated (π < 0.05)","NDUFS3"
"23","SLC25A12",-1.78470377462787,13.9753115516971,-4.31429518271107,0.00164015491912829,0.160817904298568,-0.852721523648714,1.07002645745993e-05,"Downregulated (π < 0.05)",""
"24","GSN",1.27068976273644,14.9953944228064,4.29349292225295,0.00169357797432149,0.160817904298568,-0.882093355767149,0.000301072530712187,"Upregulated (π < 0.05)",""
"25","TIMM8A",-1.15395709561137,11.1866395783925,-4.21500506013068,0.00191232559018428,0.160817904298568,-0.993535575324108,0.000729523006396794,"Downregulated (π < 0.05)",""
"26","PGD",0.954444043786667,12.6900093324689,4.17020264262972,0.00205041329735205,0.160817904298568,-1.05758363257675,0.00271833542423733,"Upregulated (π < 0.05)",""
"27","ATP5F1D",-1.29051148237768,11.703097138453,-4.16669634708534,0.00206165576558475,0.160817904298568,-1.06260928755821,0.000341951966906953,"Downregulated (π < 0.05)",""
"28","PPIF",-1.16218326142891,13.1471514545792,-4.1403249981069,0.00214832606992505,0.160817904298568,-1.10046876101908,0.000793252606303852,"Downregulated (π < 0.05)",""
"29","THBS1",-2.76197637075347,9.09465246643298,-5.94973332294382,0.0023731786219302,0.160817904298568,-1.50882171560022,5.63280425843362e-08,"Downregulated (π < 0.05)","THBS1"
"30","CSK",0.866711464396605,9.46237533189188,4.07307348665249,0.00238721922959988,0.160817904298568,-1.19749783684827,0.00533813065300937,"Upregulated (π < 0.05)",""
"31","ANP32A",1.03035746875629,14.5277814862695,4.06492813370642,0.0024180007223548,0.160817904298568,-1.20929614741486,0.00201383918237098,"Upregulated (π < 0.05)",""
"32","TXNDC12",1.16244001176266,14.2632660040651,4.06417255365334,0.00242087720239035,0.160817904298568,-1.21039108666864,0.000909966208482455,"Upregulated (π < 0.05)",""
"33","ATP5PB",-1.15384007273698,12.9212838030793,-4.0582143769185,0.0024436865967287,0.160817904298568,-1.21902829031179,0.00096877347109236,"Downregulated (π < 0.05)",""
"34","PDHB",-1.00778790852651,16.0680942115619,-4.04701415918483,0.00248717893392382,0.160817904298568,-1.23527887957629,0.00237369565711065,"Downregulated (π < 0.05)",""
"35","DPYSL4",1.08073389222054,10.5911082102539,4.03226433450704,0.00254570276325634,0.160817904298568,-1.25670806117411,0.0015716956527823,"Upregulated (π < 0.05)",""
"36","HEXB",0.859908024144429,10.7668558400569,4.02834264964152,0.00256150591780039,0.160817904298568,-1.26241106758466,0.00590941334405046,"Upregulated (π < 0.05)",""
"37","UQCRFS1",-1.08577582885007,15.758966834545,-4.0114475625683,0.00263077824556525,0.160817904298568,-1.28700618098396,0.00158048300211832,"Downregulated (π < 0.05)",""
"38","TFAM",-0.924089122309322,10.225202440509,-4.00584405144127,0.00265418672443989,0.160817904298568,-1.2951727665977,0.00416373513784197,"Downregulated (π < 0.05)",""
"39","FBLN1",1.29901126109596,10.8417656291737,4.00023885511404,0.00267782167120315,0.160817904298568,-1.30334639753642,0.000455679404264364,"Upregulated (π < 0.05)",""
"40","PLIN2",-1.30259499532813,11.123007715253,-3.98447787635542,0.00274547418013241,0.160817904298568,-1.32635393946321,0.000460845973023204,"Downregulated (π < 0.05)",""
"41","TALDO1",1.07617480365429,13.1491142655498,3.97417377146776,0.00279067383162654,0.160817904298568,-1.3414151113368,0.00178293894186468,"Upregulated (π < 0.05)",""
"42","DDAH2",1.20991964737915,10.343089161246,3.96857946405626,0.002815540845497,0.160817904298568,-1.34959854140958,0.000820681703465096,"Upregulated (π < 0.05)",""
"43","ANXA5",1.34671314352528,15.8918630527489,3.96727633097896,0.00282136674208015,0.160817904298568,-1.35150542908626,0.000368553344054439,"Upregulated (π < 0.05)","ANXA5"
"44","NDUFAF5",-0.900998577680038,10.1357600025428,-3.91942275551599,0.00304432694326167,0.169582848589417,-1.42169789269273,0.00540292865507711,"Downregulated (π < 0.05)",""
"45","PDLIM7",-1.75959508775722,13.7790038277693,-3.87306664657356,0.00327801456310324,0.176100516559872,-1.49000082702842,4.25090212849201e-05,"Downregulated (π < 0.05)",""
"46","NDUFA2",-1.34196722764417,13.1420358724002,-3.86793306597715,0.00330502805457124,0.176100516559872,-1.49758312697675,0.000468613023552937,"Downregulated (π < 0.05)",""
"47","PPIA",1.25665882895193,17.1153106645571,3.85211239493303,0.00338975711112518,0.176772227220592,-1.52097291962091,0.000787525346837571,"Upregulated (π < 0.05)",""
"48","HAX1",-0.825250388803168,10.1594892456227,-3.80483088924999,0.00365682592558671,0.182901309527227,-1.591076814323,0.00974879337415598,"Downregulated (π < 0.05)",""
"49","COQ5",-0.938640666612237,12.3306591977152,-3.78962147350903,0.00374735194464577,0.182901309527227,-1.6136908920388,0.00527957703980057,"Downregulated (π < 0.05)",""
"50","CNDP2",1.06078420516096,12.708371323239,3.76964418074587,0.00386983619604392,0.182901309527227,-1.64344005499839,0.00276097448644156,"Upregulated (π < 0.05)",""
"51","CSRP3",1.43413744436682,14.5297309199892,3.74962863248229,0.00399676418437212,0.182901309527227,-1.67329794549286,0.00036351337358552,"Upregulated (π < 0.05)",""
"52","SPCS2",-1.60790290904409,8.504091915051,-3.87380547444886,0.00402167636799357,0.182901309527227,-1.63177524015999,0.000140643361543438,"Downregulated (π < 0.05)",""
"53","ATP5F1C",-0.971771424713882,12.746743558842,-3.72925707335351,0.00413042997389825,0.182901309527227,-1.70373941655759,0.00482272302807913,"Downregulated (π < 0.05)",""
"54","CLIC4",1.04493020595886,11.4023044938608,3.71606849361721,0.00421945147435528,0.182901309527227,-1.72347518167461,0.00330033678114111,"Upregulated (π < 0.05)",""
"55","ARPC2",1.00010888517239,12.3990246359822,3.71447670910005,0.00423033070757685,0.182901309527227,-1.72585864468771,0.00422781394780445,"Upregulated (π < 0.05)",""
"56","ATP5ME",-1.00628487956301,15.2216172324219,-3.70407749971135,0.00430213055704347,0.182901309527227,-1.74143768279559,0.00415730198010545,"Downregulated (π < 0.05)",""
"57","PI16",1.54953599110705,10.1290465503476,3.68911421590426,0.00440768450573385,0.182901309527227,-1.76387759552913,0.000223675997975006,"Upregulated (π < 0.05)",""
"58","DLST",-1.14854029491335,11.8965021606764,-3.65359913121467,0.0046691880715828,0.182901309527227,-1.81724740433839,0.00210392276435655,"Downregulated (π < 0.05)",""
"59","ACSL1",-1.45077138893489,14.79790471917,-3.65220886575109,0.00467974844780896,0.182901309527227,-1.81933968741377,0.000416893835475435,"Downregulated (π < 0.05)",""
"60","TXN2",-0.849552935272833,9.19681106208037,-3.76424049350849,0.00474011683761048,0.182901309527227,-1.78424916411919,0.0106037568933338,"Downregulated (π < 0.05)",""
"61","MRPL49",-0.890471287426215,8.10950183913326,-3.63908188821872,0.00478069743414898,0.182901309527227,-1.83910645246525,0.00858328619258562,"Downregulated (π < 0.05)",""
"62","ACSS1",1.24702335142724,12.9296628566991,3.63123411401097,0.00484213095590762,0.182901309527227,-1.85093342164657,0.0012977364297232,"Upregulated (π < 0.05)",""
"63","CFL1",0.965297636966561,14.9081328176856,3.62245659253378,0.00491181915409121,0.182901309527227,-1.86417008761355,0.00590692849775388,"Upregulated (π < 0.05)",""
"64","NDUFB10",-1.14686816669306,12.6339571148864,-3.61032849627485,0.00500983401476582,0.182901309527227,-1.88247417199449,0.00230144503704896,"Downregulated (π < 0.05)",""
"65","PHKG1",-1.02928821627167,12.1370344705301,-3.59367434121475,0.00514776019730491,0.182901309527227,-1.90763659006835,0.00441159554677157,"Downregulated (π < 0.05)",""
"66","NDUFA5",-0.886150805905407,12.9510585701548,-3.58416653504968,0.00522827041077069,0.182901309527227,-1.92201583184367,0.00950869987218455,"Downregulated (π < 0.05)",""
"67","PFN1",0.809542234968797,13.9878254251449,3.57556263081046,0.00530225706950325,0.182901309527227,-1.93503678386742,0.0143831792853321,"Upregulated (π < 0.05)",""
"68","NDUFA11",-1.12998767924707,11.7538549949949,-3.56008411603599,0.00543811734147941,0.182901309527227,-1.95848229584538,0.0027611168737311,"Downregulated (π < 0.05)",""
"69","DPYSL2",1.06790299913698,11.2240489930688,3.54862327615976,0.00554104463104189,0.182901309527227,-1.97585911882167,0.00389380997993787,"Upregulated (π < 0.05)",""
"70","MMAB",-1.05431841272754,11.1971544356475,-3.54622370260905,0.00556285013511953,0.182901309527227,-1.97949913784894,0.00419590350036216,"Downregulated (π < 0.05)",""
"71","MICOS13",-1.20949098984362,14.0903876685228,-3.54297612456047,0.00559250392805698,0.182901309527227,-1.98442652312186,0.00188690533161765,"Downregulated (π < 0.05)",""
"72","SDHB",-1.3734342062761,16.4101943165573,-3.52745530492771,0.00573651298213385,0.182901309527227,-2.0079911002017,0.000834930773679243,"Downregulated (π < 0.05)",""
"73","HOMER1",-0.828572583222977,11.5127108609846,-3.52513965923236,0.00575832692730431,0.182901309527227,-2.01150904269326,0.0139393632196938,"Downregulated (π < 0.05)",""
"74","COX6B1",-1.37570730403959,14.3180702934495,-3.52373014288352,0.00577164712391553,0.182901309527227,-2.01365066594386,0.000832154072502964,"Downregulated (π < 0.05)",""
"75","PFN2",1.10165196428205,12.817662482589,3.51992418433535,0.00580777442465165,0.182901309527227,-2.01943449776481,0.00344125565332803,"Upregulated (π < 0.05)",""
"76","ATXN10",0.726132351583034,9.34385258444495,3.51924344423932,0.00581426095909587,0.182901309527227,-2.02046916438738,0.0238082321669976,"Upregulated (π < 0.05)",""
"77","ARF1",1.01249241438156,13.0343431459771,3.51921921377743,0.00581449198145365,0.182901309527227,-2.02050599351142,0.0054523676289135,"Upregulated (π < 0.05)",""
"78","COQ3",-1.1859331282735,13.3113024737515,-3.50319681432911,0.0059693644459686,0.182901309527227,-2.04487269670024,0.00230355957053071,"Downregulated (π < 0.05)",""
"79","STK38",0.995645334749458,8.76917795308807,3.49357435339002,0.00606442957653793,0.182901309527227,-2.05951921337901,0.00620076346018695,"Upregulated (π < 0.05)",""
"80","NDUFS8",-0.884422627739418,13.0721728645582,-3.49244800054546,0.00607565975200192,0.182901309527227,-2.06123427544078,0.0109587215004573,"Downregulated (π < 0.05)",""
"81","NDUFS7",-1.52111739561281,13.447122856382,-3.49148419666155,0.00608528640050028,0.182901309527227,-2.06270193212679,0.000426217541922972,"Downregulated (π < 0.05)",""
"82","ATP5MK",-0.856090850405195,9.74159089575245,-3.47802723249335,0.00622136400603384,0.182901309527227,-2.08320371009505,0.0129230688373993,"Downregulated (π < 0.05)",""
"83","ACAD8",-0.712667272190192,10.6520934098514,-3.47544633210783,0.00624782130694224,0.182901309527227,-2.08713781618682,0.0268588809407609,"Downregulated (π < 0.05)",""
"84","YWHAZ",0.812136622041264,12.3654634451278,3.47345219779196,0.00626834353336884,0.182901309527227,-2.09017796242766,0.0162550050135976,"Upregulated (π < 0.05)",""
"85","SH3BGRL",1.35295462136835,11.2982063738221,3.46111379773107,0.00639688717147702,0.184146289414768,-2.10899719401769,0.00107541279829725,"Upregulated (π < 0.05)",""
"86","AKR1A1",0.91872349849592,13.2428091854148,3.44820612794976,0.00653429233425958,0.184146289414768,-2.12870073579166,0.00983493689721726,"Upregulated (π < 0.05)",""
"87","STMN1",1.3410476044465,12.3318711952307,3.44800992765284,0.00653640439783144,0.184146289414768,-2.12900036044404,0.00117561598731459,"Upregulated (π < 0.05)",""
"88","ACSF2",-0.78222567386311,10.6326580445365,-3.43520030161782,0.00667584145904353,0.185937357001315,-2.14857043124279,0.0198734264130051,"Downregulated (π < 0.05)",""
"89","TF",1.29123274540636,17.2572384896018,3.4109935976862,0.00694782299563782,0.18958095911166,-2.18559499794237,0.00163427234223561,"Upregulated (π < 0.05)",""
"90","SDCBP",1.64685256716322,11.8694907639838,3.40245978449657,0.0070464231156337,0.18958095911166,-2.19866058770652,0.000285707576980342,"Upregulated (π < 0.05)",""
"91","PRDX1",0.886856822310715,17.0133048774129,3.39612031338758,0.00712060715826672,0.18958095911166,-2.20837085872878,0.0124591976141426,"Upregulated (π < 0.05)",""
"92","SERPIND1",0.920424065465621,11.2083446536676,3.39604951368694,0.00712144020286485,0.18958095911166,-2.20847932434339,0.0105548424140503,"Upregulated (π < 0.05)",""
"93","FAM136A",-0.854648664539338,10.6079900765619,-3.3767299527397,0.0073525717195526,0.18958095911166,-2.23809378569607,0.0150160315093806,"Downregulated (π < 0.05)",""
"94","TOMM22",-1.11885818973535,8.64319289362247,-3.60405780381146,0.00740830244544553,0.18958095911166,-2.11862861368997,0.00413539811780959,"Downregulated (π < 0.05)",""
"95","PSMD9",0.784543187594622,12.3733855861731,3.36504259657929,0.00749615058213065,0.18958095911166,-2.25602500877174,0.0215138862140223,"Upregulated (π < 0.05)",""
"96","GPD2",-1.22089510078612,12.8060628322404,-3.36385407283956,0.00751091315096837,0.18958095911166,-2.25784915459018,0.00254943341653453,"Downregulated (π < 0.05)",""
"97","CA3",1.35093159762366,19.1254266492552,3.35983689664378,0.00756103318674675,0.18958095911166,-2.26401561443115,0.00136178402750649,"Upregulated (π < 0.05)",""
"98","GSTM4",0.867511654344538,10.9620199292181,3.35831235794095,0.00758014442796518,0.18958095911166,-2.26635617918312,0.014474231132006,"Upregulated (π < 0.05)",""
"99","ATP5F1B",-0.997196067243433,17.8382810969718,-3.33563479916335,0.00787039649766598,0.194851937533125,-2.3011953212813,0.00797803791581362,"Downregulated (π < 0.05)",""
"100","ATP5MF",-0.892153987459375,11.6342138063118,-3.32674814739264,0.00798724856893125,0.194927256176412,-2.31485936338127,0.0134466870674641,"Downregulated (π < 0.05)",""
"101","S100A6",1.44699970567305,15.1678725347232,3.31810104325063,0.00810267182553529,0.194927256176412,-2.32816122711608,0.000941424925210021,"Upregulated (π < 0.05)",""
"102","DPP3",0.906795401584139,11.6611621972873,3.31375962544496,0.0081612701477817,0.194927256176412,-2.33484189991022,0.0127759008795154,"Upregulated (π < 0.05)",""
"103","SNX6",0.695301020709,9.35687160655589,3.31152830592905,0.00819155748109768,0.194927256176412,-2.33827608737973,0.0354129075670423,"Upregulated (π < 0.05)",""
"104","APOO",-1.40275851505705,11.739787114344,-3.30346041589404,0.00830204067352475,0.195485444554256,-2.3506965147024,0.00120536572932596,"Downregulated (π < 0.05)",""
"105","LRPPRC",-0.857927154239334,13.2967782302147,-3.29822700562345,0.00837452944846873,0.195485444554256,-2.35875600526843,0.0165215709142875,"Downregulated (π < 0.05)",""
"106","SFXN3",2.63712340095416,9.46174174079894,3.65022025871307,0.0088351730657464,0.204144642949564,-2.24137145524046,3.83632751649414e-06,"Upregulated (π < 0.05)",""
"107","IDH2",-0.979588694648665,16.2083332831656,-3.25950398925418,0.00893158974691479,0.204144642949564,-2.41845396837823,0.00983451586167973,"Downregulated (π < 0.05)",""
"108","TXNRD2",-0.738162110608528,8.15937615819926,-3.34017637700942,0.00908656084892082,0.204144642949564,-2.38993659972726,0.0311148631249874,"Downregulated (π < 0.05)",""
"109","GCDH",-1.12675740583165,7.23142191628087,-3.45797223458834,0.00912480579566423,0.204144642949564,-2.3395428634016,0.00503114540404807,"Downregulated (π < 0.05)",""
"110","LRG1",1.12450153249094,13.5283687854781,3.23618899280469,0.00928528356765498,0.204144642949564,-2.45445011710681,0.00518540349311577,"Upregulated (π < 0.05)",""
"111","ASAH1",0.807389297393037,12.6172865493361,3.23367767884703,0.00932423182107833,0.204144642949564,-2.45832958529364,0.0229449606433117,"Upregulated (π < 0.05)",""
"112","CYC1",-1.19132844885994,15.6716215992815,-3.22973444041548,0.00938572768621901,0.204144642949564,-2.46442194362592,0.00384187638825723,"Downregulated (π < 0.05)",""
"113","PUF60",-2.52941582703371,8.9606525807039,-4.95917498592988,0.00944783793079861,0.204144642949564,-2.3364681546954,7.56438832985353e-06,"Downregulated (π < 0.05)",""
"114","SLC25A4",-1.22178015756734,15.0621269441743,-3.2202739955443,0.00953497406782127,0.204144642949564,-2.47904268940851,0.0033976033809986,"Downregulated (π < 0.05)",""
"115","NDUFC2",-1.00720472683198,13.3018993010921,-3.21755053956979,0.00957839002007337,0.204144642949564,-2.48325277587528,0.00926292784426651,"Downregulated (π < 0.05)",""
"116","PHKA1",-0.868533387165353,12.1646180204252,-3.20395294230793,0.00979821862796861,0.206530287227416,-2.50427993888781,0.0179988272516098,"Downregulated (π < 0.05)",""
"117","OCIAD1",-0.820330711035057,13.9400177870525,-3.19052350224728,0.010020424145692,0.206530287227416,-2.5250584889929,0.0229121306406901,"Downregulated (π < 0.05)",""
"118","MARS2",1.49409047603306,8.01012963865006,3.78082268954368,0.0101084061923114,0.206530287227416,-2.28695503856292,0.00104427625536038,"Upregulated (π < 0.05)",""
"119","PYGM",-0.904619521563319,19.1360491647968,-3.18226953470617,0.0101595595469445,0.206530287227416,-2.53783481366449,0.0157391077171548,"Downregulated (π < 0.05)",""
"120","S100A8",1.29445058141848,13.1788490083693,3.17246148804346,0.0103274759994218,0.206530287227416,-2.55302196063594,0.00268666569613633,"Upregulated (π < 0.05)",""
"121","TIMM9",-1.08010212878005,11.6344013929974,-3.16899026756547,0.0103875850381279,0.206530287227416,-2.55839827084408,0.00720498678504119,"Downregulated (π < 0.05)",""
"122","PHKB",-0.920052893156175,12.758057931482,-3.16083616126637,0.0105302021667421,0.206530287227416,-2.57103025321849,0.0151543450982188,"Downregulated (π < 0.05)",""
"123","MECR",-0.813809986327767,10.8135674365331,-3.16060795918419,0.0105342222682783,0.206530287227416,-2.57138382780757,0.0245908844615381,"Downregulated (π < 0.05)",""
"124","RBM14",-1.76492164561679,8.20465821881619,-4.10979157041549,0.0105762937518191,0.206530287227416,-2.29644104671252,0.000325914316203968,"Downregulated (π < 0.05)",""
"125","IGFBP7",-1.16372013220636,8.45921848360948,-3.15614998693667,0.0106130725560159,0.206530287227416,-2.57829155857061,0.00504233368687766,"Downregulated (π < 0.05)",""
"126","HIBADH",-0.943857685217877,12.4901607277071,-3.1527970229983,0.0106727770507259,0.206530287227416,-2.58348777744946,0.0137712862646342,"Downregulated (π < 0.05)",""
"127","UQCRC1",-1.3413034636728,15.8208235038563,-3.14702908170264,0.0107762915970251,0.206530287227416,-2.59242801539005,0.00229585419520018,"Downregulated (π < 0.05)",""
"128","FABP4",1.23691020828376,15.4824952117685,3.1465048075564,0.0107857514341531,0.206530287227416,-2.5932407229285,0.00368818407011133,"Upregulated (π < 0.05)",""
"129","CISD1",-1.44612149730829,13.0746507582573,-3.13558422535666,0.0109847478866738,0.206577252076275,-2.61017266089196,0.00146806213369853,"Downregulated (π < 0.05)",""
"130","PDIA4",0.879460861862677,10.9565208776468,3.12854177118191,0.011115070167863,0.206577252076275,-2.62109500170056,0.0191186079205881,"Upregulated (π < 0.05)",""
"131","IGKV1D-33",0.934048380658659,11.3900337163646,3.12390725809801,0.011201696898766,0.206577252076275,-2.62828417150767,0.0150638751740039,"Upregulated (π < 0.05)",""
"132","TMOD2",1.61720265915403,10.1898088318977,4.04522216630292,0.0112336648815407,0.206577252076275,-2.34195550158877,0.000703555119622488,"Upregulated (π < 0.05)",""
"133","AGL",-0.861762711294084,15.0447448713286,-3.11200932361909,0.0114272720548079,0.206577252076275,-2.64674539562297,0.0212034885975356,"Downregulated (π < 0.05)",""
"134","TBCA",0.931237083320848,12.8580277693626,3.10135139800033,0.0116332888843937,0.206577252076275,-2.6632883309225,0.0158019415051283,"Upregulated (π < 0.05)",""
"135","COQ9",-0.779205523509189,12.2166721865619,-3.09687801260779,0.011720888916634,0.206577252076275,-2.67023336111653,0.0312840804780684,"Downregulated (π < 0.05)",""
"136","ATOX1",0.947168475713848,12.9152994462571,3.09677311291322,0.0117229512006678,0.206577252076275,-2.67039623112063,0.0148269791907252,"Upregulated (π < 0.05)",""
"137","CP",1.16097458411164,13.2654065222111,3.08368326085411,0.0119832299901771,0.206577252076275,-2.6907237069961,0.00587858938975893,"Upregulated (π < 0.05)",""
"138","CNN3",1.12763508385438,10.9095916146553,3.08090242249113,0.0120392817867202,0.206577252076275,-2.69504308072497,0.00684885345198037,"Upregulated (π < 0.05)",""
"139","ATP5MG",-0.869841213485072,13.5556333586411,-3.07876644986201,0.0120825175215247,0.206577252076275,-2.69836103062124,0.021467501146968,"Downregulated (π < 0.05)",""
"140","PPP1R3A",-0.74320868698068,12.5004646336709,-3.07657799927308,0.0121269802936296,0.206577252076275,-2.70176069642038,0.0376554931201785,"Downregulated (π < 0.05)",""
"141","LUM",1.93881587787157,15.8752637540848,3.07494379277454,0.0121602916336913,0.206577252076275,-2.70429949720066,0.00019366850576012,"Upregulated (π < 0.05)",""
"142","HSPA4",0.832186379694214,14.0209971693324,3.07353899740247,0.0121890015189619,0.206577252076275,-2.70648198729223,0.0255369336708161,"Upregulated (π < 0.05)",""
"143","ATL2",-0.707708547771615,8.97518775853959,-3.15159418022811,0.012217465791058,0.206577252076275,-2.66592273921262,0.0442731267619477,"Downregulated (π < 0.05)",""
"144","SYMPK",1.27416313975974,15.522287056955,3.07055170232969,0.0122502837681324,0.206577252076275,-2.7111233171828,0.00366426010618272,"Upregulated (π < 0.05)",""
"145","ETFDH",-0.839793678594781,12.873831894385,-3.06866173353572,0.0122892178233139,0.206577252076275,-2.71405992915869,0.0248653476359373,"Downregulated (π < 0.05)",""
"146","SDHA",-0.877381312126904,12.8550583442975,-3.06717716663328,0.0123198891845209,0.206577252076275,-2.7163667328245,0.0211219538837032,"Downregulated (π < 0.05)",""
"147","STK24",0.830223095531734,10.6831918726162,3.06381805741758,0.0123895781539014,0.206577252076275,-2.7215866291129,0.026110277087747,"Upregulated (π < 0.05)",""
"148","MAT2B",0.74974746897448,11.2831238451034,3.05879443215295,0.0124945526210673,0.206919922123216,-2.72939392831449,0.0374128824915773,"Upregulated (π < 0.05)",""
"149","ADH5",1.0174203510453,14.1396279477984,3.04361618599403,0.0128172768497221,0.21004956078706,-2.75298847224267,0.0118804503325552,"Upregulated (π < 0.05)",""
"150","UQCC2",-0.835267009629021,11.2388910433095,-3.04187077884273,0.0128549302807259,0.21004956078706,-2.75570224011714,0.0263371225307696,"Downregulated (π < 0.05)",""
"151","IGHV3-7",1.19201916914679,12.1041700533658,3.03520008116064,0.0129998805487174,0.210330093674174,-2.76607485456187,0.00564650302355237,"Upregulated (π < 0.05)",""
"152","NDUFV2",-1.06200072280777,13.677221808248,-3.02664758298337,0.0131881663760574,0.210330093674174,-2.77937578239274,0.0100840384395619,"Downregulated (π < 0.05)",""
"153","FUNDC2",-0.79283440698978,11.4810637903867,-3.02158965216824,0.0133008261251955,0.210330093674174,-2.78724304712381,0.0325496569087826,"Downregulated (π < 0.05)",""
"154","ORM1",0.962419514593332,16.9564932712396,3.02114936628239,0.0133106793610483,0.210330093674174,-2.78792792002769,0.0156564641572765,"Upregulated (π < 0.05)",""
"155","MT-ATP6",-0.874494145386956,9.89378680256973,-3.09549736353542,0.0133514076355016,0.210330093674174,-2.74862497108537,0.0229500895514767,"Downregulated (π < 0.05)",""
"156","MYL6B",2.14787188714981,15.6501904449447,3.0169503840573,0.0134050242566065,0.210330093674174,-2.79445981809593,9.49753133021594e-05,"Upregulated (π < 0.05)",""
"157","IMMT",-1.01902199010464,14.4924657778634,-3.01122438825697,0.0135347797321048,0.210330093674174,-2.80336798957133,0.0124711836719143,"Downregulated (π < 0.05)",""
"158","LDHB",1.26580576466779,16.187690132405,3.01017883886671,0.0135586106897264,0.210330093674174,-2.80499469986829,0.00432262162251566,"Upregulated (π < 0.05)",""
"159","NDUFA6",-0.795079757988539,13.7378715542533,-3.00439584517558,0.0136911963247292,0.210634910854784,-2.81399269957431,0.0329854397091262,"Downregulated (π < 0.05)",""
"160","ATP5PF",-1.02991291399456,14.5815203993779,-2.99995835577688,0.0137938299082279,0.210634910854784,-2.82089781361203,0.0121349340332463,"Downregulated (π < 0.05)",""
"161","VAPB",-0.733877379648403,12.3741752204764,-2.98756167340515,0.014084726236488,0.210634910854784,-2.8401909089742,0.0437933667403901,"Downregulated (π < 0.05)",""
