"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"EDF1",-0.325003696935728,12.4757720779798,-4.32744022435888,0.00133292799049958,0.0095350106792213,-1.88840351873574
"RTN4IP1",0.330991017782873,12.3257059706504,4.32608041632196,0.00133586951647974,0.0095350106792213,-1.89070863075142
"NHP2L1",-0.210462474472733,12.3647093753157,-4.32165823629837,0.00134548279776374,0.00958048594552254,-1.89820643580595
"SNX1",0.270904754882901,10.1011839036545,4.31461181504008,0.00136095135253777,0.00966655157811322,-1.91015817687897
"PCCB",0.372426149213601,12.5463365709071,4.31286876671881,0.00136480650770028,0.00966655157811322,-1.91311549496367
"ATP5C1",0.471144412855367,18.0714776560343,4.31170645369703,0.00136738360732701,0.00966655157811322,-1.91508770564226
"RBMX",0.225859406493033,12.2127133097718,4.30438704918363,0.00138373022062565,0.00975876563710928,-1.92751072473395
"RASA4",-0.520370476591694,9.82277787035264,-4.30166744200033,0.00138985618696753,0.00977863102973587,-1.93212815921446
"PGM2L1",-0.348215888069044,10.0268344927611,-4.30019675084573,0.0013931808088094,0.00977873940625127,-1.93462548772423
"BCKDK",0.494731639834987,12.2388206860365,4.29611166179707,0.00140245939918005,0.00982053915776553,-1.94156349373083
"TMLHE",0.395874444106623,12.4180106236589,4.29429429171557,0.00140660808835727,0.00982630473072277,-1.94465066183723
"CA3",0.620905809761883,20.6802409049074,4.28885157085048,0.00141911000469058,0.00986900245315028,-1.95389840552915
"CAPG",-0.471900517926333,11.8637612096901,-4.28835995580392,0.0014202449752779,0.00986900245315028,-1.95473387158399
"PSMC1",-0.227616231777958,13.2677095988607,-4.28597840104287,0.00142575667899952,0.00986900245315028,-1.95878153866505
"PLIN2",0.479567139218984,12.6752882693324,4.28583934067662,0.00142607920389007,0.00986900245315028,-1.95901790365672
"SLC44A2",-0.970067259235179,15.6624850502061,-4.26730300781384,0.00146976411610776,0.0101348974433556,-1.99054370667495
"STXBP3",-0.333067403680239,12.4264658555118,-4.26663652890605,0.0014713607455836,0.0101348974433556,-1.99167792768839
"PBXIP1",-0.257690330690977,14.5760034802762,-4.26202881009059,0.00148244901069072,0.0101667772059187,-1.99952072139811
"RTN2",-0.380315943512841,16.5217564935268,-4.26185456431173,0.00148287004255532,0.0101667772059187,-1.99981735045938
"DHPS",-0.603013797685716,9.20665814573973,-4.86984178323679,0.00148644503018438,0.0101676969078584,-1.4574633299391
"MRPS36",0.354721900245988,13.4618408784423,4.25367968363198,0.0015027648462539,0.0102262615587484,-2.01373765922367
"ITGB1",0.284137114442931,13.8098622811354,4.2529099176868,0.00150465256507418,0.0102262615587484,-2.01504880264794
"USMG5",0.292321892772048,16.2193167500479,4.25148639764675,0.00150815006317738,0.0102262615587484,-2.01747365586059
"SNX4",0.688973124803731,10.8514945179596,4.59290490386357,0.00150884942118928,0.0102262615587484,-1.71453282557252
"RRAD",0.405907179230454,12.628096377651,4.24478528356849,0.00152472926277926,0.0103102402094113,-2.02889142230891
"ACTBL2",-0.303724778889972,17.0578403858287,-4.23835871076486,0.00154080894798821,0.0103652030159629,-2.03984597043826
"SLC25A4",0.52321228182722,20.0852298391323,4.23761869953217,0.00154267189300336,0.0103652030159629,-2.04110765801632
"SGCB",-0.243283917061596,12.6466610203102,-4.23733747491379,0.00154338048291834,0.0103652030159629,-2.04158714946286
"COQ7",0.371226784094652,13.5987923538454,4.2311011490511,0.00155918195623379,0.0104475797747639,-2.05222234877383
"SEPHS2",-0.35153427909701,10.2593498525791,-4.22262136751995,0.00158094063621078,0.0105694108144861,-2.0666901499518
"DNAJB2",-0.29572309871438,10.5637417409528,-4.2204537990642,0.0015865534604942,0.0105829920446058,-2.07038958700438
"NDUFA5",0.377973790218309,14.7408213052167,4.21360253553447,0.00160443235727996,0.0106781477832484,-2.08208608482126
"DECR1",0.577391369259143,16.4404345913941,4.21142287216668,0.00161016456163523,0.0106922163587238,-2.08580826014241
"YKT6",-0.406933678936145,11.3810551713683,-4.20027780446508,0.00163981201762908,0.0108646737939326,-2.10484838163991
"HOMER2",0.308002831123476,11.2448339289318,4.19618476645658,0.00165084329974616,0.0109132929546978,-2.11184418210295
"NDUFS1",0.247767263123063,17.1533756517426,4.19113957304152,0.00166454791647653,0.0109793283330093,-2.12046982858437
"DBT",0.315866622896579,12.5293174257869,4.18749728473252,0.00167451582047188,0.0110204771703662,-2.12669862316108
"USP2",-0.620490703317961,10.0943493214054,-4.18286965761328,0.001687270644139,0.0110797438965127,-2.13461448158691
"NDUFB3",0.334873965278399,15.2586762549094,4.17375689483791,0.00171268615418943,0.0112217019637023,-2.15020899260952
"FKBP2",-0.293703037318565,12.5683634255741,-4.16894077557572,0.00172628006576607,0.011277318109845,-2.15845422136604
"CAV1",0.318162079640643,13.6315599302967,4.16804985209266,0.00172880714171228,0.011277318109845,-2.1599797520145
"DNAJA2",0.276424397171374,12.877071596606,4.16522426051849,0.00173684751489043,0.0112846988160949,-2.16481856350885
"TRIM25",0.245338686760393,11.4234627245626,4.16496882526043,0.00173757629824812,0.0112846988160949,-2.16525603581687
"ATP5O",0.434566169237893,17.5725475325491,4.14012019362634,0.00181002628898991,0.0116647161301136,-2.2078452301533
"SMPX",0.738103639266111,15.0310623781085,4.14006681640985,0.00181018528008191,0.0116647161301136,-2.20793678377443
"POTEF",-0.325743485026457,17.2777882651674,-4.13761580842084,0.00181750170863829,0.0116647161301136,-2.21214111168182
"TST",0.384438884660673,13.5631209502982,4.13711881355275,0.0018189890453576,0.0116647161301136,-2.2129937045458
"ACADVL",0.448607807653996,17.5183255751909,4.13709948250062,0.00181904692237222,0.0116647161301136,-2.21302686740147
"IMPDH2",-0.240662481838555,12.9925386745277,-4.13685646968602,0.00181977466530706,0.0116647161301136,-2.21344376460043
"GLRX",-0.651545368866175,13.2870018828507,-4.13165327600114,0.0018354298747464,0.011739600172891,-2.22237146749597
"SYNRG",-0.503005554099509,16.4978994849855,-4.12904324873255,0.00184333589511889,0.0117573362049848,-2.22685081666786
"ACADS",0.700952947380143,15.5657856905154,4.12811362912853,0.00184616040579118,0.0117573362049848,-2.22844640340816
"VAMP5",-0.418674005411527,10.8883075954844,-4.11953236924625,0.00187244825106639,0.0118991066277445,-2.24317927826291
"NDUFA13",0.300881609795979,17.2430172389879,4.10735135818981,0.00191043835901132,0.0121144750018851,-2.26410513287564
"ABCB7",0.369238044900749,11.5995840908374,4.10171478727652,0.00192828987591965,0.0122014916131532,-2.27379325151317
"GHITM",0.357358945384417,12.0915127926485,4.0899518783803,0.00196610859240368,0.0124142113046002,-2.29402143869201
"SUGT1",0.229244121715718,11.5879843584077,4.07762875338203,0.00200656178238329,0.0126426227440141,-2.31522761064027
"MYH9",0.265192005037752,14.2766617089639,4.07375589877816,0.00201945427744013,0.0126967816805012,-2.3218952540827
"NDUFC2",0.417365045206726,14.4907586223613,4.07036908893381,0.00203079976709832,0.0127410049082283,-2.32772730189705
"PLCD4",-0.322793418187363,13.7526687362119,-4.06289320805912,0.00205607985069385,0.0128555140752542,-2.34060462015097
"PPA2",0.350652267504731,12.0341774374043,4.06240201115466,0.00205775233759568,0.0128555140752542,-2.3414509034663
"FUNDC2",0.273477576221328,14.4951760456983,4.05442822639505,0.00208510232099531,0.0129749824743315,-2.35519219037328
"ARPP19",0.381536160730308,11.6337684302403,4.05426762176676,0.00208565708132233,0.0129749824743315,-2.35546902438788
"ALDH2",0.628760976645884,14.7010458979242,4.05159792117236,0.0020949013930079,0.0129803764385189,-2.36007114636952
"GAA",0.286770261669911,11.0448872741006,4.05092393761559,0.00209724194550718,0.0129803764385189,-2.36123309037976
"HSPB6",1.06299882206365,17.3931087073612,4.05021633804229,0.0020997021785489,0.0129803764385189,-2.36245303498226
"JPH2",-0.227383591690275,13.2541360444037,-4.04835098120459,0.00210620225528008,0.0129912845321507,-2.36566925274632
"MYOM1",0.276334370235038,19.281267996091,4.04718972674324,0.00211025941638996,0.0129912845321507,-2.36767163652329
"MTCH2",0.254685857466574,13.1068840500218,4.03672601456037,0.00214718778605309,0.0131911432594322,-2.38572029840437
"LRPPRC",0.258074156900971,14.7958596496617,4.03432084967266,0.00215577112756985,0.0132163976804334,-2.38987038998297
"LAMP1",-0.458866868926911,11.731636843489,-4.02986450128844,0.00217176944703014,0.0132869124554328,-2.39756122456232
"FAM213A",0.57056920765149,14.3390398504391,4.02859161481404,0.00217636185979564,0.0132874985448267,-2.39975833511369
"LSS",0.506773130437068,12.9836017263607,4.02356961380929,0.00219457981980419,0.0133710997268482,-2.40842822172913
"SMIM11",-0.396460896729948,10.8254800501479,-4.01569235768986,0.00222347720306157,0.0135192904013312,-2.42203212088377
"SPEG",-0.313041162975656,14.8510040550971,-4.01377672192309,0.00223056453594271,0.0135345342992006,-2.42534126848781
"PPP1R27",-0.518023914782805,12.0357814294307,-4.01189734031358,0.00223754067203053,0.0135490423890373,-2.42858812055234
"COX5B",0.350402760795959,17.009919380755,4.00842047564339,0.00225050669798725,0.0135996877148309,-2.43459567542818
"IQGAP1",0.215718724529452,12.0379985416556,4.00255646015296,0.0022725530381056,0.0137048861787797,-2.44473043822286
"SNTB1",-0.737716271113962,12.0118219578675,-3.98561618279363,0.00233751748927243,0.0140679514883911,-2.47402600447056
"SLC25A5",0.478718959213685,11.3346715938243,3.97144695287966,0.00239334347772612,0.0143746544241477,-2.49854949543058
"MT-ATP8",0.513625744545225,15.925618254601,3.96954089419264,0.00240095874757012,0.0143911421887824,-2.50184979778544
"RPS3",-0.231730736179111,12.9121377031156,-3.96683783595886,0.00241180164806608,0.01440468513883,-2.50653064621299
"ENO1",-0.359874777827457,17.1966013676577,-3.96581335836146,0.00241592452335476,0.01440468513883,-2.50830489040201
"ATP2B2",-0.549379270336615,10.1248139283544,-3.96533745287627,0.00241784224326893,0.01440468513883,-2.50912912040336
"NUBPL",0.435728561368537,10.2912926873059,3.96092310094462,0.00243570629589261,0.014481915702943,-2.51677538391412
"MRPL38",0.38652842077258,12.6297698351267,3.95788546335972,0.00244807898567802,0.0145034103020165,-2.52203799472416
"HGS",0.373410977157064,12.0413449590382,3.95762629457968,0.00244913764490905,0.0145034103020165,-2.52248703428515
"TIMM9",0.246047063295819,11.0838508570268,3.95244694853678,0.0024703948109317,0.0146000333326063,-2.53146208896344
"CIRBP",0.37963196941303,13.5068615174592,3.94563357092096,0.00249865190459895,0.014737557640898,-2.54327228151824
"TIMM22",-0.247065840107975,11.5139084301253,-3.9407299272347,0.00251919724019277,0.0148291391330072,-2.55177469094982
"RDX",-0.234939437991123,13.6438526022906,-3.93925881217796,0.00252539522869329,0.0148360693852657,-2.55432586099472
"OXR1",-0.481119084133393,9.85647687477531,-3.92749680072835,0.00257552544433625,0.015100550968281,-2.57472999196421
"EIF6",-0.233374917645037,11.4288395268801,-3.92112250916708,0.00260312537871504,0.0152199001569465,-2.58579276792436
"DHTKD1",-0.518482593852484,12.029931598331,-3.92042078035104,0.00260618256494583,0.0152199001569465,-2.58701085227961
"PRKCSH",0.236975421823859,11.486968786651,3.9180463096524,0.00261655508706971,0.0152503358625069,-2.59113284995714
"MRPS27",0.363038442557787,11.670581715167,3.91432304210897,0.00263290634552988,0.0153154296280331,-2.59759727914911
"ELAVL1",-0.335090574291691,11.7987154298048,-3.90947328355302,0.002654364598522,0.0154099162841503,-2.60601931544947
"IRGQ",0.459774340448389,10.0616991993351,3.90604392915122,0.0026696480704218,0.0154682549962675,-2.61197589466043
"OSBPL6",-0.418034558459098,11.9753357959198,-3.90045038973824,0.00269477364342711,0.0155832800710902,-2.62169365574333
"RAPH1",-0.244023588152654,14.3781082924784,-3.89693413088739,0.00271069430883237,0.0156447298488274,-2.62780386102359
"SLC25A42",0.457344347056402,11.7187730394314,3.8905015602822,0.0027400733453865,0.0157834634222556,-2.63898441143653
"NLRX1",0.319334635693158,14.1777259295011,3.88605061995033,0.0027605958227617,0.0158707405763829,-2.64672266931694
"SRSF7",0.207968940662058,12.154219348302,3.8809249366287,0.00278442789344303,0.0159766687866489,-2.65563603808986
"CNP",-0.355179180565692,11.1460360776239,-3.87920550510238,0.00279247037091505,0.0159917634613449,-2.65862654786287
"WARS",0.31930349145836,13.5662644649068,3.87749207339196,0.00280050885154355,0.0159998589022953,-2.66160686344118
"NAMPT",-0.431006425628974,13.1930270530492,-3.87659798248589,0.00280471299877799,0.0159998589022953,-2.66316212614499
"SYNE1",1.37026627750338,14.1871576523134,3.87136343658043,0.00282945882478597,0.0161099245226253,-2.67226887778761
"MT-CO3",0.368145236712639,12.5953491768566,3.86792732890357,0.00284582619887398,0.0161719546493704,-2.67824802444004
"FAM129B",0.219527542297731,10.8822576918061,3.86539634630347,0.00285794517019838,0.0162096506294361,-2.68265278065115
"RCSD1",-0.360241595163449,10.7824404695605,-3.86208445704393,0.00287388451539182,0.0162603967211486,-2.68841735620625
"ALPK3",-0.41322071902035,12.8850362218132,-3.86125362277409,0.00287789762611192,0.0162603967211486,-2.68986362002596
"PCMT1",-0.203494437938247,15.3377567216838,-3.85920666557171,0.00288780978487719,0.0162673803177191,-2.6934270703213
"NAP1L4",-0.251434862793991,13.758162699055,-3.85872575078281,0.00289014371126989,0.0162673803177191,-2.69426432071456
"EVI5L",1.88183947155491,12.4331981317691,3.85535520628963,0.00290655648986437,0.0163095053350065,-2.70013280205436
"GNAI2",0.221286205310099,13.1587967667263,3.85492334369514,0.00290866643368812,0.0163095053350065,-2.70088478698017
"LRRC14B",-0.235221226458105,12.2538711843571,-3.85366347072402,0.00291483088723915,0.01631311604506,-2.70307863796375
"ALDH7A1",0.351567169510343,13.3096652685675,3.85164525162248,0.00292473421644389,0.0163375985058444,-2.70659328101557
"EHD4",0.231723994993846,11.2642965359843,3.84816818895413,0.00294187825165465,0.0164023589313952,-2.71264919703635
"HLA-C",-0.852641761334704,11.2466693897212,-4.11160997193074,0.00296474965315568,0.0164987480698211,-2.43446357608586
"LAMA2",-0.227603268973816,15.4009412540909,-3.83745884357508,0.00299534190342734,0.0166376603846387,-2.73130740027029
"CLPP",-0.279465071079462,10.9640274046157,-3.82930041426778,0.00303674853221426,0.0168360073408877,-2.74552732819587
"NDUFV1",0.348100225875918,15.6470684360498,3.82091240447731,0.00307994150061408,0.0170434965062071,-2.76015277977412
"MRPS11",0.377715985450271,11.0133805311269,3.81710298739294,0.00309976809369809,0.01712114900351,-2.76679671620634
"TOMM70A",0.251127787610049,12.2821410833299,3.80738151854838,0.00315096846876096,0.0173626440276051,-2.78375675998018
"EIF4G3",0.286756622276329,13.3652973560429,3.80550768349159,0.00316093810809125,0.0173626440276051,-2.78702666782803
"TIPRL",-0.321218045348914,12.3333431315709,-3.8054740049125,0.00316111759284317,0.0173626440276051,-2.7870854405449
"CUL5",-0.185417073902583,13.2873480534941,-3.79988450203608,0.00319105325375386,0.0174806069365966,-2.7968408982136
"EWSR1",-0.188553463846867,10.7617509519465,-3.79833868223227,0.00319938409460259,0.0174806069365966,-2.79953925692644
"MURC",-0.435534663622393,13.1833459004012,-3.79816134890545,0.00320034123610787,0.0174806069365966,-2.79984881857431
"SF3B2",0.246273295430408,11.0565667138582,3.79468134843031,0.00321918458499937,0.0175510893886958,-2.80592414913675
"MRPS34",0.237318124848652,13.4936116115693,3.7909567894669,0.00323947994466114,0.0176292140634874,-2.81242742037772
"EPN1",0.388893965493786,10.9840777556904,3.78481744234311,0.00327322433713902,0.0177801064636872,-2.82314926657288
"NT5C1A",-0.55832082476611,13.4753626221751,-3.78333491668238,0.00328142752285831,0.0177829272357186,-2.82573878537874
"NDUFS2",0.278304550877921,15.4024827861827,3.78254997470768,0.00328577944863024,0.0177829272357186,-2.82710990387749
"PTGES3L",0.693045020932367,10.7245582710914,4.03847233892186,0.00329490306607841,0.0177997048633669,-2.54651570732607
"GCC2",-0.907800943805311,14.8248628741667,-3.77761250419468,0.00331329192416266,0.017866382547264,-2.83573559165638
"WDR1",-0.235363587946827,15.7944883514942,-3.77413886828499,0.0033327909673383,0.017918635280625,-2.84180504113559
"MSRA",0.306150905398118,11.4657961430982,3.77306345467021,0.00333885186964775,0.017918635280625,-2.84368427721299
"NAGK",0.259495342191926,11.5178054367285,3.77236814532506,0.00334277664262639,0.017918635280625,-2.84489934280333
"SETD7",-0.415112358701753,11.7851617936088,-3.77064561373588,0.0033525203717501,0.017918635280625,-2.84790964745976
"HSD17B10",0.37390028267327,13.0045589695415,3.77050778542777,0.00335330128940292,0.017918635280625,-2.84815052609363
"HSD17B12",0.383002147928538,13.2671476975738,3.76300263485427,0.00339611101273258,0.0181146354560014,-2.86126911603117
"ABLIM1",0.399583971380226,11.482140303563,3.7540631277025,0.00344784393524479,0.0183574393308979,-2.87690009709364
"HHATL",-0.374704273171538,14.754131181203,-3.75225450065743,0.0034584095947631,0.018380576173606,-2.88006321626059
"ATP5I",0.5531448049998,17.05423393525,3.74909654475978,0.00347693843347445,0.0184458762494022,-2.88558673300717
"RAP1A",0.184847741315711,13.5298550743731,3.74426624112945,0.00350547911215615,0.0185639619649129,-2.8940366608397
"MYL12B",0.255128556692817,13.7980299592209,3.73871422862781,0.00353858471901137,0.0187057564305521,-2.90375110628901
"HECTD1",0.2225436690221,12.3718126943946,3.73300539261049,0.00357296391015667,0.01880213094676,-2.91374215092487
"MGST3",0.420603582570672,14.1198547009394,3.73223468441652,0.00357763167627532,0.01880213094676,-2.91509113884846
"MMAB",0.584014839344086,13.2353332956802,3.73143197472365,0.00358249998538045,0.01880213094676,-2.91649618256994
"FAM162A",0.392272709384693,13.1251465530189,3.73076789056296,0.00358653274739141,0.01880213094676,-2.91765861250963
"STT3B",-0.287403338657311,12.7926836437056,-3.73042282596621,0.00358863006902627,0.01880213094676,-2.91826263421672
"PFDN4",-0.498995587997307,11.8444460422175,-3.72712324004988,0.00360874950818994,0.0188426507415977,-2.92403883303442
"YARS2",0.242179344151952,11.8620837274965,3.7270631720358,0.00360911685947353,0.0188426507415977,-2.92414399388032
"PARVA",0.503707326421797,13.9574400604784,3.71788285624367,0.00366571842777909,0.0190709300393356,-2.94021878018888
"RPL35A",0.441134881117152,13.7032988879229,3.71787793928392,0.00366574898894843,0.0190709300393356,-2.94022739131981
"S100A6",-0.510443433161539,13.1953480292296,-3.71351806006316,0.00369295192098323,0.0191786870413101,-2.94786353037337
"CNPY2",-0.811804735915421,10.9380369193624,-3.70936755012184,0.00371904305777383,0.0192803021679328,-2.95513413227377
"AHSA1",-0.321799669267319,11.6335172362125,-3.70682978433699,0.00373509018444314,0.0193295823030289,-2.95958018658044
"LSM1",-0.204891020325832,11.8727919996408,-3.70271921223176,0.003761235174256,0.0193998238300638,-2.96678261860186
"MARCKS",0.317781086789731,10.4267438424197,3.70263179355629,0.00376179325029664,0.0193998238300638,-2.96693580312239
"GIGYF2",0.649814328713944,14.4943981131981,3.6958390595232,0.00380542125430429,0.0195906268405386,-2.978840278575
"CAMKV",0.580639342355747,11.8269301006443,3.69320618822063,0.00382247226846917,0.0196441835710025,-2.98345526274482
"NDUFS8",0.269559443000061,15.2017959086108,3.69010458430205,0.00384266052691313,0.0197136490573408,-2.98889242362248
"NRD1",-0.274960210102456,11.6493759707326,-3.68843341150348,0.00385358392757827,0.019735425486991,-2.991822269091
"FLNB",0.253309058027327,13.4584397525648,3.68283014918335,0.00389044432512177,0.0198884038268404,-3.00164701070828
"DTNA",-0.218171262537464,12.7146173475557,-3.68024572006107,0.00390756862149588,0.0198884038268404,-3.00617920373303
"VDAC2",0.353452119580293,17.5544604802585,3.67932924033959,0.00391365991182041,0.0198884038268404,-3.00778649163162
"ZYG11B",-0.418905576672744,13.0171157129567,-3.67876039636013,0.00391744562365303,0.0198884038268404,-3.00878413524471
"FLNA",0.263679629601366,13.1401004269234,3.67845183977219,0.00391950068464148,0.0198884038268404,-3.00932529293916
"ATP5F1",0.364774420368391,17.4414380267584,3.67778431519704,0.00392395038155301,0.0198884038268404,-3.01049604189734
"PPP1R9B",0.702203172473872,13.2120181862273,3.67679304799846,0.0039305677952199,0.0198884038268404,-3.01223464319
"SPPL2A",0.378289690181306,12.13037807393,3.67298385520235,0.00395610463461583,0.0199834003338287,-3.01891622007234
"FABP4",0.366925466287062,14.0856157323026,3.65265780046583,0.00409530569277028,0.0206512428705396,-3.0545844103146
"GFER",0.299508631565425,10.4667545138875,3.64435469958924,0.00415361882063533,0.0208750912460909,-3.06916180038858
"CYB5R3",0.172028845448535,14.8012593831342,3.64432551944459,0.00415382526318155,0.0208750912460909,-3.06921303781675
"GOLGA3",1.29438853631271,11.9911689232849,3.63977083740192,0.0041861791122226,0.0210019682115752,-3.07721121289467
"NDUFS7",0.35947114274928,13.6434819523844,3.63481301400304,0.00422169326357683,0.0211442433794399,-3.08591868031599
"TIMM50",0.23694473190897,12.4801646403377,3.63039998557226,0.0042535671775088,0.021267835887544,-3.09367050346804
"CD34",0.349349881405372,10.0320112923186,3.62692681226912,0.00427882786307095,0.0213580005665112,-3.09977217626067
"ATP5L",0.332654527824364,17.4235866345767,3.62205733734489,0.00431450558647082,0.0214997706711995,-3.10832801542252
"LIMS1",0.474549190944831,12.7595175905898,3.61250975109243,0.00438535493766426,0.0218160334020166,-3.12510728598178
"PSMD8",-0.189842778812785,13.6474527188488,-3.61126535976818,0.0043946773756828,0.0218256666304919,-3.12729459300124
"ECSIT",0.526358759637247,10.4793382340221,3.60021144288291,0.00447839348550555,0.0222041153517935,-3.1467280993063
"PGM3",0.410124620705631,12.0298944411538,3.59686850446299,0.00450403440644229,0.0222487423488596,-3.15260649010946
"XIRP1",0.595319979674882,14.2002369754278,3.59623712530956,0.00450889420811471,0.0222487423488596,-3.15371680528608
"SNX21",0.852409448299831,10.8328509016021,3.59595119343836,0.00451109684318106,0.0222487423488596,-3.15421963921735
"MPI",-0.244481525517225,14.0429676792609,-3.59511935254835,0.00451751113682428,0.0222487423488596,-3.1556825220459
"AKAP1",0.302716576536307,11.3212248386024,3.58403008467281,0.00460392620021102,0.0226366088546149,-3.17518765591606
"RGN",0.244683032715507,9.6296711716992,3.58217793140136,0.00461852508695615,0.0226706671627166,-3.17844606375025
"MYO18B",0.333809190813003,11.3374144673526,3.5771173951794,0.00465865720123481,0.0227942400925511,-3.1873497218619
"THRAP3",-0.197435537660223,10.7745536579936,-3.5769384293389,0.00466008305175834,0.0227942400925511,-3.1876646234155
"MTPN",-0.235856366371232,11.9054035774595,-3.57609096892718,0.00466684103417713,0.0227942400925511,-3.18915580474417
"LANCL2",-0.301268722200058,11.4913690142653,-3.57507941585025,0.00467492081303039,0.0227960247566086,-3.19093576885691
"CEP162",0.35043444170077,12.6945238842524,3.57136914414626,0.00470468052217756,0.0228768382133281,-3.19746493087888
"NDUFB9",0.288147303960812,15.8233426675797,3.57108381544523,0.00470697720260693,0.0228768382133281,-3.197967067348
"TIMM21",0.341620616988346,11.6743341046305,3.56973095004618,0.00471788252033641,0.0228921885838984,-3.20034796608791
"UQCC1",0.37981157792254,11.4458327051696,3.56829827205965,0.00472945965517209,0.0229107430836615,-3.20286942523331
"SMAP1",-0.200366771141704,11.7361802882933,-3.56558041701602,0.0047515027033249,0.0229798534997137,-3.2076530253705
"OLA1",-0.174816830192762,15.0080293088442,-3.54908540894883,0.00488758014933742,0.0235993453289086,-3.23669297612263
"VDAC3",0.457247944454675,17.9282645209582,3.54812973930763,0.00489558630950606,0.0235994413451719,-3.2383758576629
"SQSTM1",-0.330669101714955,11.483570058928,-3.54299185657227,0.00493886174918367,0.0237462109530334,-3.24742411602211
"IGFBP7",0.315887089694103,11.0068291251254,3.54260869618748,0.00494210481763639,0.0237462109530334,-3.24809894383473
"ETFDH",0.347943062897921,14.1598040558412,3.54012149908744,0.00496320995346955,0.0238089048904262,-3.25247959697727
"RPN1",-0.231347815410091,13.336853018051,-3.53575687373035,0.00500047113376894,0.023948771799493,-3.2601676127648
"AGPS",0.219017093975658,10.2090725824265,3.53318836040325,0.00502253355357618,0.0240155123799638,-3.26469229269826
"QDPR",-0.250544060855951,14.6768499492561,-3.53015313571906,0.0050487343429493,0.0241017931880698,-3.27003951090455
"POLR2C",0.269403486265897,10.1331593883524,3.5291019145202,0.00505784157969238,0.0241063255935339,-3.2718915649236
"MRPS7",0.188519474367165,10.6856893237025,3.52262953289608,0.00511428959902417,0.0243361123431826,-3.2832957595199
"AMPD3",0.590258328560001,11.9981759541485,3.51311699811029,0.00519843378777015,0.0246967392972039,-3.30005994057181
"ACAA1",0.438900129265063,11.865045256333,3.5087447999587,0.00523758617561042,0.0248250890652804,-3.30776646826664
"BDH1",0.427634798943506,12.219304552086,3.50822597536976,0.00524225231023181,0.0248250890652804,-3.30868101253283
"ATP5J",0.3799551985362,15.3097110508641,3.50411796101305,0.00527935006100092,0.0249607670884124,-3.31592270065175
"CA14",-0.540927322553431,11.3031824486952,-3.49876051478641,0.00532813791468394,0.0251505620320205,-3.32536795426562
"KMT2A",1.02306527388405,12.4487380399793,3.4978456856699,0.005336515192581,0.0251505620320205,-3.32698092762272
"BICD2",-0.661813272534127,12.86455838498,-3.70829337791109,0.00535699760264767,0.0251866830235499,-3.06026287817555
"SPTBN1",0.17368311259996,12.2191649093428,3.49515574424709,0.00536122626795699,0.0251866830235499,-3.33172387072992
"SYNJ2BP",0.228667681401024,12.9400482146389,3.48844761165636,0.00542336538494091,0.0254381662103181,-3.34355300083539
"BANF1",-0.424699967888928,15.0801365458694,-3.47711008547722,0.00553008001584096,0.0258733488203958,-3.36354958851761
"LIMCH1",-0.19389820603444,12.0454303527651,-3.47673397479525,0.00553365700659565,0.0258733488203958,-3.36421303845621
"VPS13A",-0.348343071071906,10.2351068540645,-3.46819704362704,0.00561549132964478,0.026214497439337,-3.37927338768716
"PICALM",0.244636789846263,11.2032188544049,3.46269230381383,0.00566891924316345,0.0264221709204227,-3.38898593526857
"CMC2",0.257048177800291,12.1672600659408,3.45435448466977,0.00575084310653457,0.0267520288883359,-3.4036992084102
"STX7",-0.267751274289516,10.7541307595246,-3.45365238033233,0.00575779708053523,0.0267520288883359,-3.40493828235567
"ALDH1A1",0.513904211396728,16.002283974188,3.44989340713051,0.00579517521144613,0.0268834266088278,-3.41157240648839
"TPP1",0.453177817800112,13.2328987615786,3.44640318496625,0.00583010453711751,0.0269740620386211,-3.41773264672158
"NDUFA10",0.316161488448795,15.4819302277207,3.4461178404865,0.00583296976063582,0.0269740620386211,-3.41823629763393
"HMBS",0.236072909404792,11.5543162729732,3.44401504196585,0.00585412927880982,0.0270296125295047,-3.42194795247381
"PHPT1",0.228364259719006,14.4534739998362,3.43286873794989,0.0059676156649964,0.0274616759510186,-3.4416247301342
"OXSM",0.246076831192902,10.5250145550044,3.43243439083169,0.00597208352036339,0.0274616759510186,-3.44239157162289
"FERMT3",-0.539701135985094,10.1173490335125,-3.43209409425116,0.00597558634061082,0.0274616759510186,-3.44299237067219
"DPYSL2",0.230137327982456,12.7593902068539,3.42979845868678,0.0059992715875307,0.0275277135732193,-3.44704544658852
"CLTB",-0.612868475245163,11.5981822759526,-4.32948152994925,0.00600872460455527,0.0275283429557532,-2.60904846033996
"NDUFS6",0.418007082510648,14.8941542170955,3.41737759740734,0.00612910878110621,0.02803640317054,-3.46897798213153
"MRPL49",0.379803882668133,10.8930234019402,3.4144878341266,0.00615972803179878,0.028040156851891,-3.47408133256966
"PHB",0.271752115864233,15.4861500037594,3.41436870942219,0.00616099361846061,0.028040156851891,-3.47429171317034
"RAB18",0.498823893379802,10.2719519161057,3.41410695191164,0.00616377548202584,0.028040156851891,-3.47475399237508
"PFDN6",-0.202677138279158,13.0095159443394,-3.41325706621301,0.00617281666289382,0.028040156851891,-3.47625495425454
"PDK2",0.56500452659983,12.9502822602632,3.41282909238247,0.006177374656711,0.028040156851891,-3.47701079598723
