ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,foldEnrich
BP,GO:0006635,fatty acid beta-oxidation,14/126,31/2074,5.033488911270725e-10,8.602232549361669e-7,8.223131358202279e-7,ECHS1/ACAT1/ACADS/ETFA/ACADVL/ACAA2/PLIN5/ETFB/HADHA/HADHB/ACAA1/ETFDH/ECI2/CRAT,14,7.433691756272402
BP,GO:0032787,monocarboxylic acid metabolic process,30/126,155/2074,2.258315061701549e-9,9.383359058670835e-7,8.969833549356125e-7,FABP3/PFKFB2/ACADSB/ECHS1/ACAT1/LDHB/ACADS/ETFA/IDH2/CES2/ACADVL/PDK2/DCXR/ACAA2/PLIN5/ETFB/HADHA/HADHB/ACSS1/ACAA1/MGLL/ETFDH/VDAC1/ECI2/ALDH5A1/HSD17B8/CD36/CAV1/ALDH1A1/CRAT,30,3.185867895545315
BP,GO:0044282,small molecule catabolic process,20/126,105/2074,2.1410445032229858e-6,2.0328028088933793e-4,1.9432169994164177e-4,PFKFB2/ACADSB/ECHS1/ACAT1/ALDH2/ACADS/ETFA/GPT2/ACADVL/DCXR/ACAA2/PLIN5/ETFB/HADHA/HADHB/ACAA1/ETFDH/ECI2/ALDH5A1/CRAT,20,3.1352985638699926
BP,GO:0044281,small molecule metabolic process,46/126,416/2074,6.943504900212579e-6,6.245499933928051e-4,5.970260169047049e-4,FABP3/PFKFB2/IDI2/NT5C2/ACADSB/ECHS1/ACAT1/NDUFA9/LDHB/MMAB/ALDH2/ACADS/MYH7/ARPP19/ETFA/IDH2/GPT2/CES2/ACADVL/PDK2/DCXR/ACAA2/PLIN5/ETFB/HADHA/HADHB/MDH1/NDUFA10/ACSS1/AHCY/GPD1L/ACAA1/MGLL/ETFDH/NDUFS6/VDAC1/ECI2/SIRT5/ALDH5A1/HSD17B8/CD36/CAV1/NDUFA5/ALDH1A1/CRAT/ASS1,46,1.8201312576312576
BP,GO:0003231,cardiac ventricle development,6/126,12/2074,3.0550044108833255e-5,0.002610501269099802,0.002495456234574169,TNNI1/MYL2/MYH7/MYL3/TNNC1/TMEM65,6,8.23015873015873
BP,GO:0014888,striated muscle adaptation,7/126,19/2074,7.068165340067418e-5,0.0057521402696072465,0.005498642911170242,LMNA/TNNI1/ATP2A2/MYH7/TNNT1/TNNC1/MYOZ2,7,6.064327485380116
BP,GO:0019217,regulation of fatty acid metabolic process,5/126,12/2074,4.2890383461689487e-4,0.029319866134410934,0.028027736897912457,FABP3/ACADVL/PDK2/PLIN5/CAV1,5,6.8584656084656075
BP,GO:1905954,positive regulation of lipid localization,6/126,18/2074,4.528032037819067e-4,0.029763102894741482,0.028451440172855034,FABP3/PLIN5/PLIN3/CD36/CAV1/PLIN2,6,5.4867724867724865
BP,GO:0003008,system process,27/126,237/2074,6.219115935411163e-4,0.03840165702206543,0.03670929241368948,CASQ2/TPM3/LMNA/TNNI1/CD34/ABLIM1/MYL6B/ATP2A2/MYL2/MYH7/HOMER2/TNNT1/GPD1L/MYL3/GNAI2/TNNC1/MGLL/MYOZ2/VDAC1/MYOT/SERPINB6/CD36/CAV1/LMOD2/YWHAZ/TMEM65/SMPX,27,1.8752260397830018
BP,GO:0010565,regulation of cellular ketone metabolic process,6/126,19/2074,6.291669962655542e-4,0.03840165702206543,0.03670929241368948,FABP3/ACADVL/PDK2/PLIN5/SIRT5/CAV1,6,5.197994987468671
BP,GO:0055008,cardiac muscle tissue morphogenesis,5/126,13/2074,6.632651062512747e-4,0.03908689884770443,0.03736433556812989,TNNI1/MYL2/MYH7/MYL3/TNNC1,5,6.330891330891331
BP,GO:0006941,striated muscle contraction,11/126,61/2074,8.273341908472544e-4,0.04713047107193193,0.0450534268138575,CASQ2/TNNI1/ATP2A2/MYL2/MYH7/TNNT1/GPD1L/MYL3/TNNC1/CAV1/SMPX,11,2.968253968253968
CC,GO:0005759,mitochondrial matrix,30/129,213/2109,4.95264114128899e-6,0.0012133970796158024,0.0010947943575480923,PPIF/ACADSB/ECHS1/ACAT1/NDUFA9/MMAB/ALDH2/ACADS/GLRX5/ETFA/IDH2/GPT2/ACADVL/PDK2/MRPS7/ACAA2/ETFB/HADHA/HADHB/PTCD3/NDUFA10/ACSS1/TXN2/BDH1/ETFDH/LYRM7/VDAC1/SIRT5/ALDH5A1/HSD17B8,30,2.30265312807075
CC,GO:0036379,myofilament,6/129,14/2109,9.338022139335873e-5,0.011439077120686444,0.010320971838213332,TPM3/TNNI1/MYOM1/TNNT1/TNNC1/LMOD2,6,7.006644518272425
CC,GO:0032432,actin filament bundle,9/129,37/2109,2.608378024571372e-4,0.016247149377437202,0.014659082145056122,TPM3/PDLIM1/ABLIM1/MYH7/MYH9/XIRP1/PALLD/PGM5/PLS3,9,3.9767441860465116
CC,GO:0005811,lipid droplet,7/129,25/2109,5.177883963549106e-4,0.016247149377437202,0.014659082145056122,SCCPDH/PLIN4/PLIN5/PLIN3/CAV1/FABP4/PLIN2,7,4.577674418604651
CC,GO:0001725,stress fiber,8/129,33/2109,5.968340587629993e-4,0.016247149377437202,0.014659082145056122,TPM3/PDLIM1/ABLIM1/MYH7/MYH9/XIRP1/PALLD/PGM5,8,3.963354474982382
CC,GO:0097517,contractile actin filament bundle,8/129,33/2109,5.968340587629993e-4,0.016247149377437202,0.014659082145056122,TPM3/PDLIM1/ABLIM1/MYH7/MYH9/XIRP1/PALLD/PGM5,8,3.963354474982382
CC,GO:0005740,mitochondrial envelope,29/129,272/2109,0.0013152198230689854,0.02478683512706934,0.022364061768784367,MPC2/MCU/PPIF/NDUFA9/LDHB/ACADVL/AKAP1/MRPS7/ECSIT/HADHA/HADHB/PTCD3/NDUFA10/FAM210B/FAM162A/BDH1/ETFDH/SLC25A4/NDUFS6/LYRM7/VDAC1/SIRT5/HSD17B8/NDUFA5/VDAC3/TMEM65/CRAT/ASS1/MAOB,29,1.743074555403557
MF,GO:0016407,acetyltransferase activity,6/127,10/2103,7.430729114735869e-6,0.001820528633110288,0.0017520877070535104,ACAT1/ACAA2/HADHA/HADHB/ACAA1/CRAT,6,9.935433070866141
MF,GO:0051287,NAD binding,9/127,29/2103,2.8798305491797194e-5,0.0035277924227451562,0.003395168647453985,LDHB/ALDH2/IDH2/SIRT2/HADHA/GPD1L/SIRT5/HSD17B8/ALDH1A1,9,5.139017105620418
MF,GO:0016491,oxidoreductase activity,28/127,226/2103,9.974940497908152e-5,0.008146201406624991,0.007839953233443601,CYB5R1/SCCPDH/ACADSB/NDUFA9/LDHB/ALDH2/ACADS/ETFA/IDH2/ACADVL/DCXR/ETFB/HADHA/HADHB/MDH1/NDUFA10/TXN2/ACAA1/BDH1/ETFDH/NDUFS6/ALDH5A1/HSD17B8/NDUFA5/ALDH1A1/HSDL2/CRAT/MAOB,28,2.0515643509163124
