"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"1","GO:0009060","aerobic respiration",118,-0.705990565783969,-2.97702001211488,1e-10,6.98235294117647e-09,5.46439628482972e-09,446,"tags=69%, list=19%, signal=59%","NDUFB9/ACO2/UQCRFS1/COX7A2L/SUCLG2/COA6/NDUFA7/ATP5MG/NDUFB5/NDUFB8/IDH3B/NDUFA12/IDH3A/UQCRB/IDH3G/NDUFA6/NIPSNAP2/MDH2/MRPS36/DLD/NDUFB6/NDUFV1/UQCC2/CYC1/NDUFS8/ATP5ME/NDUFB7/COX7C/SIRT3/ATP5PO/DHTKD1/UQCRC1/FH/CHCHD10/ATP5PF/NDUFS2/SUCLG1/COX4I1/SHMT2/OGDH/NDUFB1/NDUFA10/CS/COX5A/ATP5F1D/NNT/SUCLA2/NDUFC2/SDHA/NDUFV3/ATP5MF/NDUFA11/ATP5F1A/NDUFB3/NDUFA4/NDUFA9/NDUFB10/ATP5F1B/COX6B1/UQCRH/NDUFV2/ATP5PD/SDHB/COQ9/NDUFA8/DLST/COX7A2/IDH2/PDHB/ATP5F1C/NDUFA2/PDHA1/DLAT/NDUFA5/UQCRC2/COX7A1/UQCR10/ATP5PB/NDUFS7/PPIF/NDUFS3"
"2","GO:0015980","energy derivation by oxidation of organic compounds",157,-0.672879107692118,-2.96914834242494,1e-10,6.98235294117647e-09,5.46439628482972e-09,527,"tags=68%, list=22%, signal=56%","MTFR1L/NDUFS1/COX6C/NDUFB11/GHITM/ETFB/PFKM/PYGB/NDUFB4/NDUFB9/ACO2/UQCRFS1/COX7A2L/SUCLG2/GYG1/COA6/COQ10A/NDUFA7/ATP5MG/NDUFB5/NDUFB8/IDH3B/NDUFA12/IDH3A/TRAP1/UQCRB/IDH3G/NDUFA6/NIPSNAP2/MDH2/GYS1/MRPS36/DLD/PHKA1/NDUFB6/NDUFV1/UQCC2/CYC1/NDUFS8/ATP5ME/NDUFB7/COX7C/SIRT3/ATP5PO/DHTKD1/UQCRC1/FH/CHCHD10/ACADVL/ATP5PF/NDUFS2/SUCLG1/COX4I1/SHMT2/OGDH/ACADM/NDUFB1/NDUFA10/CS/COX5A/ATP5F1D/NNT/SUCLA2/NDUFC2/SDHA/PYGM/NDUFV3/ATP5MF/NDUFA11/ATP5F1A/AGL/NDUFB3/ETFDH/NDUFA4/NDUFA9/NDUFB10/ATP5F1B/COX6B1/UQCRH/NDUFV2/ATP5PD/SDHB/COQ9/NDUFA8/DLST/COX7A2/PHKG1/LYRM7/CISD1/IDH2/PDHB/PHKB/ATP5F1C/NDUFA2/PDHA1/DLAT/NDUFA5/UQCRC2/COX7A1/UQCR10/PYGL/ATP5PB/NDUFS7/PPIF/NDUFS3/SLC25A12"
"3","GO:0045333","cellular respiration",132,-0.691221237474247,-2.96391461770446,1e-10,6.98235294117647e-09,5.46439628482972e-09,527,"tags=71%, list=22%, signal=59%","MTFR1L/NDUFS1/COX6C/NDUFB11/GHITM/ETFB/NDUFB4/NDUFB9/ACO2/UQCRFS1/COX7A2L/SUCLG2/COA6/COQ10A/NDUFA7/ATP5MG/NDUFB5/NDUFB8/IDH3B/NDUFA12/IDH3A/TRAP1/UQCRB/IDH3G/NDUFA6/NIPSNAP2/MDH2/MRPS36/DLD/NDUFB6/NDUFV1/UQCC2/CYC1/NDUFS8/ATP5ME/NDUFB7/COX7C/SIRT3/ATP5PO/DHTKD1/UQCRC1/FH/CHCHD10/ATP5PF/NDUFS2/SUCLG1/COX4I1/SHMT2/OGDH/NDUFB1/NDUFA10/CS/COX5A/ATP5F1D/NNT/SUCLA2/NDUFC2/SDHA/NDUFV3/ATP5MF/NDUFA11/ATP5F1A/NDUFB3/ETFDH/NDUFA4/NDUFA9/NDUFB10/ATP5F1B/COX6B1/UQCRH/NDUFV2/ATP5PD/SDHB/COQ9/NDUFA8/DLST/COX7A2/LYRM7/CISD1/IDH2/PDHB/ATP5F1C/NDUFA2/PDHA1/DLAT/NDUFA5/UQCRC2/COX7A1/UQCR10/ATP5PB/NDUFS7/PPIF/NDUFS3/SLC25A12"
"4","GO:0006119","oxidative phosphorylation",88,-0.701222375186985,-2.8181251921673,1e-10,6.98235294117647e-09,5.46439628482972e-09,525,"tags=75%, list=22%, signal=61%","NDUFS1/COX6C/NDUFB11/GHITM/NDUFB4/NDUFB9/UQCRFS1/COX7A2L/COA6/NDUFA7/ATP5MG/NDUFB5/NDUFB8/NDUFA12/UQCRB/NDUFA6/NIPSNAP2/DLD/NDUFB6/NDUFV1/UQCC2/CYC1/NDUFS8/ATP5ME/NDUFB7/COX7C/ATP5PO/UQCRC1/CHCHD10/ATP5PF/NDUFS2/COX4I1/SHMT2/NDUFB1/NDUFA10/COX5A/ATP5F1D/NDUFC2/SDHA/NDUFV3/ATP5MF/NDUFA11/ATP5F1A/NDUFB3/NDUFA4/NDUFA9/NDUFB10/ATP5F1B/COX6B1/UQCRH/NDUFV2/ATP5PD/SDHB/COQ9/NDUFA8/COX7A2/ATP5F1C/NDUFA2/NDUFA5/UQCRC2/COX7A1/UQCR10/ATP5PB/NDUFS7/PPIF/NDUFS3"
"5","GO:0042773","ATP synthesis coupled electron transport",62,-0.71454381238597,-2.71443149718516,1e-10,6.98235294117647e-09,5.46439628482972e-09,543,"tags=79%, list=23%, signal=63%","NDUFS5/NDUFS1/COX6C/GHITM/NDUFB4/NDUFB9/UQCRFS1/COX7A2L/COA6/NDUFA7/NDUFB5/NDUFB8/NDUFA12/UQCRB/NDUFA6/DLD/NDUFB6/NDUFV1/CYC1/NDUFS8/NDUFB7/COX7C/UQCRC1/NDUFS2/COX4I1/NDUFB1/NDUFA10/COX5A/NDUFC2/SDHA/NDUFV3/NDUFB3/NDUFA4/NDUFA9/NDUFB10/COX6B1/UQCRH/NDUFV2/SDHB/COQ9/NDUFA8/COX7A2/NDUFA2/NDUFA5/UQCRC2/COX7A1/UQCR10/NDUFS7/NDUFS3"
"6","GO:0042775","mitochondrial ATP synthesis coupled electron transport",62,-0.71454381238597,-2.71443149718516,1e-10,6.98235294117647e-09,5.46439628482972e-09,543,"tags=79%, list=23%, signal=63%","NDUFS5/NDUFS1/COX6C/GHITM/NDUFB4/NDUFB9/UQCRFS1/COX7A2L/COA6/NDUFA7/NDUFB5/NDUFB8/NDUFA12/UQCRB/NDUFA6/DLD/NDUFB6/NDUFV1/CYC1/NDUFS8/NDUFB7/COX7C/UQCRC1/NDUFS2/COX4I1/NDUFB1/NDUFA10/COX5A/NDUFC2/SDHA/NDUFV3/NDUFB3/NDUFA4/NDUFA9/NDUFB10/COX6B1/UQCRH/NDUFV2/SDHB/COQ9/NDUFA8/COX7A2/NDUFA2/NDUFA5/UQCRC2/COX7A1/UQCR10/NDUFS7/NDUFS3"
"7","GO:0015986","proton motive force-driven ATP synthesis",52,-0.727494976306526,-2.70381577899552,1e-10,6.98235294117647e-09,5.46439628482972e-09,376,"tags=75%, list=16%, signal=65%","NDUFA7/ATP5MG/NDUFB5/NDUFB8/ATP5MJ/NDUFA12/NDUFA6/NDUFB6/NDUFV1/NDUFS8/ATP5ME/NDUFB7/ATP5PO/ATP5PF/NDUFS2/NDUFB1/ATP5MK/NDUFA10/ATP5F1D/NDUFC2/SDHA/NDUFV3/ATP5MF/NDUFA11/ATP5F1A/NDUFB3/NDUFA9/NDUFB10/ATP5F1B/NDUFV2/ATP5PD/SDHB/NDUFA8/ATP5F1C/NDUFA2/NDUFA5/ATP5PB/NDUFS7/NDUFS3"
"8","GO:0019646","aerobic electron transport chain",58,-0.714376275645608,-2.69505496847292,1e-10,6.98235294117647e-09,5.46439628482972e-09,469,"tags=79%, list=20%, signal=65%","NDUFS5/NDUFS1/COX6C/NDUFB4/NDUFB9/UQCRFS1/COX7A2L/NDUFA7/NDUFB5/NDUFB8/UQCRB/NDUFA6/DLD/NDUFB6/NDUFV1/CYC1/NDUFS8/NDUFB7/COX7C/UQCRC1/NDUFS2/COX4I1/NDUFB1/NDUFA10/COX5A/NDUFC2/SDHA/NDUFV3/NDUFB3/NDUFA4/NDUFA9/NDUFB10/COX6B1/UQCRH/NDUFV2/SDHB/COQ9/NDUFA8/COX7A2/NDUFA2/NDUFA5/UQCRC2/COX7A1/UQCR10/NDUFS7/NDUFS3"
"9","GO:0006754","ATP biosynthetic process",59,-0.70823736465939,-2.67499057454024,1e-10,6.98235294117647e-09,5.46439628482972e-09,376,"tags=68%, list=16%, signal=59%","NDUFA7/ATP5MG/NDUFB5/NDUFB8/DMAC2L/ATP5MJ/NDUFA12/NDUFA6/NDUFB6/NDUFV1/NDUFS8/ATP5ME/NDUFB7/ATP5PO/ATP5PF/NDUFS2/NDUFB1/ATP5MK/NDUFA10/ATP5F1D/NDUFC2/SDHA/NDUFV3/ATP5MF/NDUFA11/ATP5F1A/NDUFB3/NDUFA9/NDUFB10/ATP5F1B/NDUFV2/ATP5PD/SDHB/NDUFA8/ATP5F1C/NDUFA2/NDUFA5/ATP5PB/NDUFS7/NDUFS3"
"10","GO:0042776","proton motive force-driven mitochondrial ATP synthesis",49,-0.72785395776646,-2.6658833892053,1e-10,6.98235294117647e-09,5.46439628482972e-09,376,"tags=76%, list=16%, signal=65%","NDUFA7/ATP5MG/NDUFB5/NDUFB8/NDUFA12/NDUFA6/NDUFB6/NDUFV1/NDUFS8/ATP5ME/NDUFB7/ATP5PO/ATP5PF/NDUFS2/NDUFB1/NDUFA10/ATP5F1D/NDUFC2/SDHA/NDUFV3/ATP5MF/NDUFA11/ATP5F1A/NDUFB3/NDUFA9/NDUFB10/ATP5F1B/NDUFV2/ATP5PD/SDHB/NDUFA8/ATP5F1C/NDUFA2/NDUFA5/ATP5PB/NDUFS7/NDUFS3"
